,DateTime,ResolutionCode,AreaCode,AreaTypeCode,AreaName,MapCode,ProductionType,ActualGenerationOutput,ActualConsumption,UpdateTime,FlowValue
33,2018-01-18 06:00:00.000,PT60M,10YFR-RTE------C,CTY,FR CTY,FR,Hydro Water Reservoir,2699.0,,2018-01-18 10:48:34,0.0
34,2018-01-18 06:00:00.000,PT60M,10YFR-RTE------C,BZN,FR BZN,FR,Waste,245.0,,2018-01-18 10:48:34,0.0
35,2018-01-18 06:00:00.000,PT60M,10YFR-RTE------C,BZN,FR BZN,FR,Nuclear,57008.0,,2018-01-18 10:48:35,0.0
36,2018-01-18 06:00:00.000,PT60M,10YFR-RTE------C,CTY,FR CTY,FR,Solar,0.0,,2018-05-09 15:17:27,0.0
37,2018-01-18 06:00:00.000,PT60M,10YFR-RTE------C,BZN,FR BZN,FR,Solar,0.0,,2018-05-09 15:17:27,0.0
38,2018-01-18 08:45:00.000,PT15M,10YDE-RWENET---I,CTA,DE(Amprion) CTA,DE_Amprion,Nuclear,2651.69,,2018-12-11 10:18:59,0.0
39,2018-01-18 08:45:00.000,PT15M,10YDE-RWENET---I,CTA,DE(Amprion) CTA,DE_Amprion,Hydro Pumped Storage,779.8,0.0,2018-12-11 10:19:00,0.0
40,2018-01-18 08:45:00.000,PT15M,10YDE-RWENET---I,CTA,DE(Amprion) CTA,DE_Amprion,Fossil Gas,3215.55,,2018-12-11 10:18:58,0.0
41,2018-01-18 08:45:00.000,PT15M,10YDE-RWENET---I,CTA,DE(Amprion) CTA,DE_Amprion,Fossil Brown coal/Lignite,9063.46,,2018-12-19 13:16:35,0.0
42,2018-01-18 08:45:00.000,PT15M,10YDE-RWENET---I,CTA,DE(Amprion) CTA,DE_Amprion,Solar,283.22,,2018-12-11 10:18:59,0.0
43,2018-01-18 09:15:00.000,PT15M,10YDE-VE-------2,CTA,DE(50Hertz) CTA,DE_50HzT,Fossil Brown coal/Lignite,6801.4,,2018-01-18 10:48:47,0.0
44,2018-01-18 09:15:00.000,PT15M,10YDE-VE-------2,CTA,DE(50Hertz) CTA,DE_50HzT,Fossil Gas,787.22,,2018-01-18 10:48:47,0.0
45,2018-01-18 08:45:00.000,PT15M,10Y1001A1001A83F,CTY,DE CTY,DE,Fossil Brown coal/Lignite,15667.95,,2020-05-05 16:21:37,0.0
46,2018-01-18 09:15:00.000,PT15M,10YDE-VE-------2,CTA,DE(50Hertz) CTA,DE_50HzT,Hydro Run-of-river and poundage,145.65,,2018-01-18 10:48:49,0.0
47,2018-01-18 09:15:00.000,PT15M,10YDE-VE-------2,CTA,DE(50Hertz) CTA,DE_50HzT,Solar,313.0,,2018-01-18 10:48:49,0.0
48,2018-01-18 09:15:00.000,PT15M,10YDE-VE-------2,CTA,DE(50Hertz) CTA,DE_50HzT,Wind Offshore,216.3,,2018-01-18 10:48:50,0.0
49,2018-01-18 09:15:00.000,PT15M,10YDE-VE-------2,CTA,DE(50Hertz) CTA,DE_50HzT,Wind Onshore,11157.59,,2018-01-18 10:48:51,0.0
50,2018-01-18 09:15:00.000,PT15M,10YDE-VE-------2,CTA,DE(50Hertz) CTA,DE_50HzT,Waste,280.7,,2019-02-15 19:18:42,0.0
51,2018-01-18 09:15:00.000,PT15M,10YDE-VE-------2,CTA,DE(50Hertz) CTA,DE_50HzT,Geothermal,0.0,,2018-01-18 10:48:52,0.0
52,2018-01-18 09:15:00.000,PT15M,10YDE-VE-------2,CTA,DE(50Hertz) CTA,DE_50HzT,Fossil Oil,191.07,,2018-01-18 10:48:52,0.0
53,2018-01-18 09:15:00.000,PT15M,10YDE-VE-------2,CTA,DE(50Hertz) CTA,DE_50HzT,Other,161.18,,2018-01-18 10:48:53,0.0
54,2018-01-18 08:45:00.000,PT15M,10Y1001A1001A83F,CTY,DE CTY,DE,Hydro Run-of-river and poundage,1859.78,,2021-02-27 22:48:52,0.0
55,2018-01-18 09:15:00.000,PT15M,10YDE-VE-------2,CTA,DE(50Hertz) CTA,DE_50HzT,Hydro Pumped Storage,563.8,1.93,2021-12-09 10:43:07,0.0
56,2018-01-18 09:15:00.000,PT15M,10YDE-VE-------2,CTA,DE(50Hertz) CTA,DE_50HzT,Fossil Hard coal,1040.8,,2018-01-18 10:48:55,0.0
57,2018-01-18 09:15:00.000,PT15M,10YDE-VE-------2,CTA,DE(50Hertz) CTA,DE_50HzT,Biomass,1244.16,,2018-01-18 10:48:55,0.0
58,2018-01-18 09:15:00.000,PT15M,10YDE-VE-------2,CTA,DE(50Hertz) CTA,DE_50HzT,Other renewable,74.42,,2019-02-15 19:19:59,0.0
59,2018-01-18 08:45:00.000,PT15M,10Y1001A1001A63L,BZN,DE-AT-LU BZN,DE_AT_LU,Fossil Brown coal/Lignite,15667.95,,2020-05-05 16:47:43,0.0
60,2018-01-18 08:45:00.000,PT15M,10Y1001A1001A83F,CTY,DE CTY,DE,Wind Onshore,31340.82,,2021-02-28 09:40:23,0.0
61,2018-01-18 08:45:00.000,PT15M,10Y1001A1001A83F,CTY,DE CTY,DE,Geothermal,22.37,,2021-02-09 16:27:54,0.0
62,2018-01-18 08:45:00.000,PT15M,10Y1001A1001A83F,CTY,DE CTY,DE,Other,450.06,,2018-12-11 15:18:56,0.0
63,2018-01-18 08:45:00.000,PT15M,10Y1001A1001A83F,CTY,DE CTY,DE,Fossil Hard coal,5387.52,,2021-02-27 15:48:30,0.0
64,2018-01-18 08:00:00.000,PT60M,10YBE----------2,CTA,BE CTA,BE,Wind Offshore,60.21,,2020-02-13 11:38:27,0.0
65,2018-01-18 08:00:00.000,PT60M,10YBE----------2,CTY,BE CTY,BE,Wind Offshore,60.21,,2019-12-24 16:51:10,0.0
66,2018-01-18 08:00:00.000,PT60M,10YBE----------2,BZN,BE BZN,BE,Wind Offshore,60.21,,2019-12-24 16:51:09,0.0
67,2018-01-18 08:45:00.000,PT15M,10YDE-RWENET---I,CTA,DE(Amprion) CTA,DE_Amprion,Wind Onshore,7605.0,,2018-12-11 10:18:59,0.0
68,2018-01-18 08:45:00.000,PT15M,10YDE-RWENET---I,CTA,DE(Amprion) CTA,DE_Amprion,Fossil Hard coal,1410.44,,2018-12-11 10:18:59,0.0
69,2018-01-18 08:00:00.000,PT60M,10YDK-1--------W,BZN,DK1 BZN,DK1,Fossil Oil,12.0,,2018-08-17 08:16:09,0.0
70,2018-01-18 08:00:00.000,PT60M,10YDK-1--------W,BZN,DK1 BZN,DK1,Fossil Gas,547.0,,2018-08-17 08:16:10,0.0
71,2018-01-18 08:00:00.000,PT60M,10YDK-2--------M,BZN,DK2 BZN,DK2,Fossil Oil,18.0,,2018-08-17 08:16:07,0.0
72,2018-01-18 08:00:00.000,PT60M,10YDK-1--------W,BZN,DK1 BZN,DK1,Other renewable,6.0,,2018-08-17 08:16:10,0.0
73,2018-01-18 08:00:00.000,PT60M,10YDK-1--------W,BZN,DK1 BZN,DK1,Waste,116.0,,2018-08-17 08:16:13,0.0
74,2018-01-18 08:00:00.000,PT60M,10YDK-2--------M,BZN,DK2 BZN,DK2,Waste,66.0,,2018-08-17 08:16:10,0.0
75,2018-01-18 08:00:00.000,PT60M,10YDK-1--------W,BZN,DK1 BZN,DK1,Biomass,311.0,,2018-08-17 08:16:09,0.0
76,2018-01-18 08:00:00.000,PT60M,10YDK-2--------M,BZN,DK2 BZN,DK2,Fossil Gas,171.0,,2018-08-17 08:16:07,0.0
77,2018-01-18 08:00:00.000,PT60M,10YDK-1--------W,BZN,DK1 BZN,DK1,Hydro Run-of-river and poundage,1.0,,2018-08-17 08:16:10,0.0
78,2018-01-18 08:00:00.000,PT60M,10YDK-2--------M,BZN,DK2 BZN,DK2,Fossil Hard coal,311.0,,2018-08-17 08:16:08,0.0
79,2018-01-18 08:00:00.000,PT60M,10YDK-1--------W,BZN,DK1 BZN,DK1,Fossil Hard coal,1051.0,,2018-08-17 08:16:10,0.0
80,2018-01-18 08:00:00.000,PT60M,10YDK-2--------M,BZN,DK2 BZN,DK2,Biomass,465.0,,2018-08-17 08:16:07,0.0
81,2018-01-18 08:00:00.000,PT60M,10YBE----------2,CTA,BE CTA,BE,Wind Onshore,1068.46,,2018-11-08 14:31:11,0.0
82,2018-01-18 08:45:00.000,PT15M,10Y1001A1001A63L,BZN,DE-AT-LU BZN,DE_AT_LU,Wind Onshore,32123.42,0.0,2018-02-28 03:52:45,0.0
83,2018-01-18 08:00:00.000,PT60M,10Y1001A1001A796,CTA,DK CTA,DK,Fossil Gas,718.0,,2018-08-17 08:17:16,0.0
84,2018-01-18 08:00:00.000,PT60M,10Y1001A1001A65H,CTY,DK CTY,DK,Fossil Gas,718.0,,2018-08-17 08:17:37,0.0
85,2018-01-18 08:00:00.000,PT60M,10Y1001A1001A65H,CTY,DK CTY,DK,Fossil Oil,30.0,,2018-08-17 08:16:34,0.0
86,2018-01-18 08:00:00.000,PT60M,10Y1001A1001A65H,CTY,DK CTY,DK,Biomass,776.0,,2018-08-17 08:16:27,0.0
87,2018-01-18 08:00:00.000,PT60M,10Y1001A1001A65H,CTY,DK CTY,DK,Waste,182.0,,2018-08-17 08:16:32,0.0
88,2018-01-18 08:00:00.000,PT60M,10Y1001A1001A796,CTA,DK CTA,DK,Fossil Oil,30.0,,2018-08-17 08:16:29,0.0
89,2018-01-18 08:00:00.000,PT60M,10Y1001A1001A796,CTA,DK CTA,DK,Waste,182.0,,2018-08-17 08:16:47,0.0
90,2018-01-18 08:00:00.000,PT60M,10Y1001A1001A796,CTA,DK CTA,DK,Biomass,776.0,,2018-08-17 08:16:26,0.0
91,2018-01-18 08:00:00.000,PT60M,10Y1001A1001A65H,CTY,DK CTY,DK,Fossil Hard coal,1362.0,,2018-08-17 08:17:54,0.0
92,2018-01-18 08:00:00.000,PT60M,10Y1001A1001A796,CTA,DK CTA,DK,Fossil Hard coal,1362.0,,2018-08-17 08:16:07,0.0
93,2018-01-18 08:00:00.000,PT60M,10YBE----------2,CTY,BE CTY,BE,Wind Onshore,1068.46,,2018-11-08 14:30:58,0.0
94,2018-01-18 08:00:00.000,PT60M,10YBE----------2,BZN,BE BZN,BE,Wind Onshore,1068.46,,2018-11-08 14:30:58,0.0
95,2018-01-18 08:00:00.000,PT60M,10YGR-HTSO-----Y,CTA,GR CTA,GR,Wind Onshore,1274.0,,2018-01-18 10:49:15,0.0
96,2018-01-18 08:00:00.000,PT60M,10YGR-HTSO-----Y,CTA,GR CTA,GR,Solar,1072.0,,2018-02-05 13:25:07,0.0
97,2018-01-18 09:00:00.000,PT60M,10YBE----------2,CTA,BE CTA,BE,Other,754.16,,2018-02-16 11:32:31,0.0
98,2018-01-18 06:00:00.000,PT60M,10YGR-HTSO-----Y,CTA,GR CTA,GR,Hydro Water Reservoir,566.0,,2018-01-18 10:49:16,0.0
99,2018-01-18 06:00:00.000,PT60M,10YGR-HTSO-----Y,CTA,GR CTA,GR,Hydro Pumped Storage,0.0,,2018-01-18 10:49:16,0.0
100,2018-01-18 06:00:00.000,PT60M,10YGR-HTSO-----Y,CTA,GR CTA,GR,Fossil Brown coal/Lignite,2354.0,,2018-01-18 10:49:16,0.0
101,2018-01-18 06:00:00.000,PT60M,10YGR-HTSO-----Y,CTA,GR CTA,GR,Fossil Oil,0.0,,2018-01-18 10:49:16,0.0
102,2018-01-18 06:00:00.000,PT60M,10YGR-HTSO-----Y,CTA,GR CTA,GR,Fossil Gas,1214.0,,2018-01-18 10:49:17,0.0
103,2018-01-18 08:00:00.000,PT60M,10YGR-HTSO-----Y,BZN,GR BZN,GR,Solar,1072.0,,2018-02-05 13:27:16,0.0
104,2018-01-18 08:00:00.000,PT60M,10YGR-HTSO-----Y,BZN,GR BZN,GR,Wind Onshore,1274.0,,2018-01-18 10:49:17,0.0
105,2018-01-18 08:00:00.000,PT60M,10YGR-HTSO-----Y,CTY,GR CTY,GR,Wind Onshore,1274.0,,2018-01-18 10:49:17,0.0
106,2018-01-18 08:00:00.000,PT60M,10YGR-HTSO-----Y,CTY,GR CTY,GR,Solar,1072.0,,2018-02-05 13:27:17,0.0
107,2018-01-18 08:45:00.000,PT15M,10YDE-RWENET---I,CTA,DE(Amprion) CTA,DE_Amprion,Geothermal,3.11,,2018-12-11 15:18:53,0.0
108,2018-01-18 08:45:00.000,PT15M,10YDE-RWENET---I,CTA,DE(Amprion) CTA,DE_Amprion,Other,158.6,,2018-12-11 15:18:52,0.0
109,2018-01-18 06:00:00.000,PT60M,10YGR-HTSO-----Y,BZN,GR BZN,GR,Fossil Brown coal/Lignite,2354.0,,2018-01-18 10:49:20,0.0
110,2018-01-18 08:45:00.000,PT15M,10YDE-RWENET---I,CTA,DE(Amprion) CTA,DE_Amprion,Hydro Run-of-river and poundage,186.78,,2018-12-11 15:18:53,0.0
111,2018-01-18 06:00:00.000,PT60M,10YGR-HTSO-----Y,CTY,GR CTY,GR,Fossil Brown coal/Lignite,2354.0,,2018-01-18 10:49:21,0.0
112,2018-01-18 06:00:00.000,PT60M,10YGR-HTSO-----Y,BZN,GR BZN,GR,Hydro Pumped Storage,0.0,,2018-01-18 10:49:21,0.0
113,2018-01-18 06:00:00.000,PT60M,10YGR-HTSO-----Y,CTY,GR CTY,GR,Fossil Oil,0.0,,2018-01-18 10:49:21,0.0
114,2018-01-18 06:00:00.000,PT60M,10YGR-HTSO-----Y,BZN,GR BZN,GR,Fossil Gas,1214.0,,2018-01-18 10:49:21,0.0
115,2018-01-18 06:00:00.000,PT60M,10YGR-HTSO-----Y,BZN,GR BZN,GR,Hydro Water Reservoir,566.0,,2018-01-18 10:49:21,0.0
116,2018-01-18 06:00:00.000,PT60M,10YGR-HTSO-----Y,BZN,GR BZN,GR,Fossil Oil,0.0,,2018-01-18 10:49:21,0.0
117,2018-01-18 06:00:00.000,PT60M,10YGR-HTSO-----Y,CTY,GR CTY,GR,Fossil Gas,1214.0,,2018-01-18 10:49:21,0.0
118,2018-01-18 09:00:00.000,PT60M,10YBE----------2,CTY,BE CTY,BE,Other,754.16,,2018-02-16 11:33:29,0.0
119,2018-01-18 09:00:00.000,PT60M,10YBE----------2,BZN,BE BZN,BE,Other,754.16,,2018-02-16 11:33:32,0.0
120,2018-01-18 09:30:00.000,PT15M,10YHU-MAVIR----U,CTA,HU CTA,HU,Wind Onshore,79.42,,2018-01-18 10:49:26,0.0
121,2018-01-18 09:30:00.000,PT15M,10YHU-MAVIR----U,BZN,HU BZN,HU,Wind Onshore,79.42,,2018-01-18 10:49:30,0.0
122,2018-01-18 09:30:00.000,PT15M,10YHU-MAVIR----U,CTY,HU CTY,HU,Wind Onshore,79.42,,2018-01-18 10:49:30,0.0
123,2018-01-18 09:30:00.000,PT15M,10YHU-MAVIR----U,CTA,HU CTA,HU,Waste,7.21,,2018-01-18 10:49:35,0.0
124,2018-01-18 09:30:00.000,PT15M,10YHU-MAVIR----U,CTA,HU CTA,HU,Hydro Run-of-river and poundage,13.86,,2018-01-18 10:49:36,0.0
125,2018-01-18 09:30:00.000,PT15M,10YHU-MAVIR----U,CTA,HU CTA,HU,Biomass,113.47,,2018-01-18 10:49:36,0.0
126,2018-01-18 09:30:00.000,PT15M,10YHU-MAVIR----U,CTA,HU CTA,HU,Other,90.1,,2018-01-18 10:49:36,0.0
127,2018-01-18 09:30:00.000,PT15M,10YHU-MAVIR----U,CTA,HU CTA,HU,Fossil Gas,961.1,,2018-01-18 10:49:36,0.0
128,2018-01-18 09:30:00.000,PT15M,10YHU-MAVIR----U,CTA,HU CTA,HU,Fossil Oil,,0.28,2018-01-18 10:49:37,0.0
129,2018-01-18 09:30:00.000,PT15M,10YHU-MAVIR----U,CTA,HU CTA,HU,Hydro Water Reservoir,9.19,,2018-01-18 10:49:37,0.0
130,2018-01-18 09:30:00.000,PT15M,10YHU-MAVIR----U,CTA,HU CTA,HU,Other renewable,14.97,,2018-01-18 10:49:38,0.0
131,2018-01-18 09:30:00.000,PT15M,10YHU-MAVIR----U,CTA,HU CTA,HU,Nuclear,1921.24,,2018-01-18 10:49:38,0.0
132,2018-01-18 09:30:00.000,PT15M,10YHU-MAVIR----U,CTA,HU CTA,HU,Fossil Brown coal/Lignite,675.68,,2018-01-18 10:49:38,0.0
133,2018-01-18 09:00:00.000,PT60M,10YBE----------2,CTA,BE CTA,BE,Solar,252.36,,2018-03-01 11:04:07,0.0
134,2018-01-18 09:00:00.000,PT60M,10YBE----------2,CTY,BE CTY,BE,Solar,252.36,,2018-01-18 12:49:22,0.0
135,2018-01-18 09:00:00.000,PT60M,10YBE----------2,BZN,BE BZN,BE,Solar,252.36,,2018-01-18 12:49:22,0.0
136,2018-01-18 09:30:00.000,PT15M,10YHU-MAVIR----U,BZN,HU BZN,HU,Nuclear,1921.24,,2018-01-18 10:49:39,0.0
137,2018-01-18 09:30:00.000,PT15M,10YHU-MAVIR----U,CTY,HU CTY,HU,Nuclear,1921.24,,2018-01-18 10:49:40,0.0
138,2018-01-18 09:30:00.000,PT15M,10YHU-MAVIR----U,BZN,HU BZN,HU,Biomass,113.47,,2018-01-18 10:49:40,0.0
139,2018-01-18 09:30:00.000,PT15M,10YHU-MAVIR----U,BZN,HU BZN,HU,Waste,7.21,,2018-01-18 10:49:40,0.0
140,2018-01-18 08:00:00.000,PT60M,10YDK-2--------M,BZN,DK2 BZN,DK2,Solar,0.0,,2018-01-18 10:49:41,0.0
141,2018-01-18 08:00:00.000,PT60M,10YDK-2--------M,BZN,DK2 BZN,DK2,Wind Offshore,251.67,,2018-02-01 22:44:25,0.0
142,2018-01-18 08:00:00.000,PT60M,10YDK-1--------W,BZN,DK1 BZN,DK1,Solar,0.0,,2018-01-18 10:49:41,0.0
143,2018-01-18 08:00:00.000,PT60M,10YDK-1--------W,BZN,DK1 BZN,DK1,Wind Onshore,225.16,,2018-02-01 22:44:38,0.0
144,2018-01-18 09:30:00.000,PT15M,10YHU-MAVIR----U,CTY,HU CTY,HU,Biomass,113.47,,2018-01-18 10:49:42,0.0
145,2018-01-18 08:00:00.000,PT60M,10YDK-1--------W,BZN,DK1 BZN,DK1,Wind Offshore,83.21,,2018-02-01 22:44:38,0.0
146,2018-01-18 08:00:00.000,PT60M,10YDK-2--------M,BZN,DK2 BZN,DK2,Wind Onshore,118.83,,2018-02-01 22:44:26,0.0
147,2018-01-18 09:30:00.000,PT15M,10YHU-MAVIR----U,CTY,HU CTY,HU,Waste,7.21,,2018-01-18 10:49:42,0.0
148,2018-01-18 09:30:00.000,PT15M,10YHU-MAVIR----U,BZN,HU BZN,HU,Fossil Oil,,0.28,2018-01-18 10:49:43,0.0
149,2018-01-18 09:30:00.000,PT15M,10YHU-MAVIR----U,CTY,HU CTY,HU,Fossil Oil,,0.28,2018-01-18 10:49:43,0.0
150,2018-01-18 09:30:00.000,PT15M,10YHU-MAVIR----U,CTY,HU CTY,HU,Hydro Run-of-river and poundage,13.86,,2018-01-18 10:49:44,0.0
151,2018-01-18 09:30:00.000,PT15M,10YHU-MAVIR----U,BZN,HU BZN,HU,Hydro Run-of-river and poundage,13.86,,2018-01-18 10:49:44,0.0
152,2018-01-18 09:30:00.000,PT15M,10YHU-MAVIR----U,CTY,HU CTY,HU,Hydro Water Reservoir,9.19,,2018-01-18 10:49:45,0.0
153,2018-01-18 09:30:00.000,PT15M,10YHU-MAVIR----U,CTY,HU CTY,HU,Fossil Brown coal/Lignite,675.68,,2018-01-18 10:49:45,0.0
154,2018-01-18 09:30:00.000,PT15M,10YHU-MAVIR----U,BZN,HU BZN,HU,Other,90.1,,2018-01-18 10:49:45,0.0
155,2018-01-18 09:30:00.000,PT15M,10YHU-MAVIR----U,BZN,HU BZN,HU,Hydro Water Reservoir,9.19,,2018-01-18 10:49:46,0.0
156,2018-01-18 09:30:00.000,PT15M,10YHU-MAVIR----U,BZN,HU BZN,HU,Fossil Brown coal/Lignite,675.68,,2018-01-18 10:49:46,0.0
157,2018-01-18 09:30:00.000,PT15M,10YHU-MAVIR----U,CTY,HU CTY,HU,Fossil Gas,961.1,,2018-01-18 10:49:46,0.0
158,2018-01-18 09:30:00.000,PT15M,10YHU-MAVIR----U,CTY,HU CTY,HU,Other,90.1,,2018-01-18 10:49:47,0.0
159,2018-01-18 09:30:00.000,PT15M,10YHU-MAVIR----U,CTY,HU CTY,HU,Other renewable,14.97,,2018-01-18 10:49:47,0.0
160,2018-01-18 09:30:00.000,PT15M,10YHU-MAVIR----U,BZN,HU BZN,HU,Other renewable,14.97,,2018-01-18 10:49:48,0.0
161,2018-01-18 09:30:00.000,PT15M,10YHU-MAVIR----U,BZN,HU BZN,HU,Fossil Gas,961.1,,2018-01-18 10:49:48,0.0
162,2018-01-18 08:00:00.000,PT60M,10Y1001A1001A65H,CTY,DK CTY,DK,Solar,0.0,,2018-01-18 10:49:48,0.0
163,2018-01-18 08:00:00.000,PT60M,10Y1001A1001A796,CTA,DK CTA,DK,Solar,0.0,,2018-01-18 10:49:48,0.0
164,2018-01-18 08:00:00.000,PT60M,10Y1001A1001A796,CTA,DK CTA,DK,Wind Onshore,343.99,,2018-02-01 22:46:13,0.0
165,2018-01-18 08:00:00.000,PT60M,10Y1001A1001A65H,CTY,DK CTY,DK,Wind Offshore,334.88,,2018-02-01 22:46:09,0.0
166,2018-01-18 08:00:00.000,PT60M,10Y1001A1001A65H,CTY,DK CTY,DK,Wind Onshore,343.99,,2018-02-01 22:46:13,0.0
167,2018-01-18 08:00:00.000,PT60M,10Y1001A1001A796,CTA,DK CTA,DK,Wind Offshore,334.88,,2018-02-01 22:46:09,0.0
168,2018-01-18 08:45:00.000,PT15M,10YDE-RWENET---I,CTA,DE(Amprion) CTA,DE_Amprion,Biomass,962.04,,2018-12-11 15:18:53,0.0
169,2018-01-18 08:45:00.000,PT15M,10YDE-RWENET---I,CTA,DE(Amprion) CTA,DE_Amprion,Fossil Coal-derived gas,353.0,,2018-12-11 15:18:54,0.0
170,2018-01-18 08:45:00.000,PT15M,10Y1001A1001A83F,CTY,DE CTY,DE,Biomass,4895.36,,2021-02-27 10:38:41,0.0
171,2018-01-18 08:45:00.000,PT15M,10Y1001A1001A83F,CTY,DE CTY,DE,Fossil Coal-derived gas,353.0,,2021-07-28 07:51:26,0.0
172,2018-01-18 08:45:00.000,PT15M,10YDE-RWENET---I,CTA,DE(Amprion) CTA,DE_Amprion,Waste,39.0,,2018-12-11 15:18:54,0.0
173,2018-01-18 08:45:00.000,PT15M,10Y1001A1001A63L,BZN,DE-AT-LU BZN,DE_AT_LU,Fossil Coal-derived gas,353.0,,2021-07-28 12:08:18,0.0
